,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount($),stage,year
2736,Billdesk,2016,Ahmedabad,Utilities,"BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",Unknown,"Baring Private Equity Partners India, Talbros",4000000.0,Venture - Series Unknown,2018
2737,Yaantra,2016,Delhi,Information Technology,"Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",Unknown,Inflection Point Ventures,2000000.0,Exit stage,2018
2738,Techbooze,2016,Delhi,Information Technology,"Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",Unknown,Inflection Point Ventures,100000.0,Seed,2018
2739,HealthifyMe,2016,Bengaluru,Consumer Discretionary,HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,Unknown,Venture Catalysts,6000000.0,Early stage,2018
2740,Hoi Foods,2016,Gurugram,Consumer Staples,India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,Unknown,Venture Catalysts,527364.0,Seed,2018
2741,Perpule,2016,Bengaluru,Consumer Discretionary,Perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,Unknown,Venture Catalysts,4980660.0,Early stage,2018
2742,Royal Sundaram General Insurance Co. Limited,2016,Kalpakkam,Consumer Staples,"Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",Unknown,Venture Catalysts,210000000.0,Exit stage,2018
2743,CleanseCar,2016,Bengaluru,Consumer Discretionary,CleanseCar is a company provides Washing and Repair Services.,Unknown,Venture Catalysts,512715.0,Seed,2018
2744,DRIVEU,2016,Bengaluru,Real Estate,DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,Unknown,Angel investors,1025430.0,Venture - Series Unknown,2018
2745,Spinny,2016,Gurugram,Consumer Discretionary,Used cars marketplace in India. Ushering new era of transparency and convenience.,Unknown,Venture Catalysts,11000000.0,Early stage,2018
2746,Asset Reconstruction Company (India) .,2016,Mumbai,Financials,Asset Reconstruction Company (India) Ltd. operates as a asset reconstruction company.,Unknown,Venture Catalysts,7800000.0,Exit stage,2018
2747,Med365 Healthcare,2016,Jaipur,Consumer Staples,"Wellness, Specialised Testing, Healthcare at Home",Unknown,Venture Catalysts,732450.0,Seed,2018
2748,Dunzo,2016,Bengaluru,Communication Services,Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,Unknown,Angel investors,1025430.0,Exit stage,2018
2749,Mobile Premier League (MPL),2016,Bengaluru,Consumer Discretionary,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,Unknown,Venture Catalysts,5000000.0,Early stage,2018
2750,WalMart India,2016,Gurugram,Consumer Discretionary,"Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,",Unknown,Venture Catalysts,37680000.0,Venture - Series Unknown,2018
2751,CRED,2016,Bengaluru,Information Technology,Cred is a platform to celebrate and reward the most creditworthy people of India.,Unknown,Inflection Point Ventures,937536.0,Seed,2018
2752,Meesho,2016,Bengaluru,Communication Services,"Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",Unknown,Angel investors,50000000.0,Late stage,2018
2753,BhaskarGuru,2016,Bhopal,Information Technology,Bhaskarguru.com is your local search Engine,Unknown,Inflection Point Ventures,1000000.0,Seed,2018
2754,Gugu,2016,Coimbatore,Utilities,Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,Unknown,"Baring Private Equity Partners India, Talbros",250000.0,Seed,2018
2755,FarmTaaza,2016,Bengaluru,Real Estate,Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,Unknown,Angel investors,4000000.0,Early stage,2018
2756,Vizzbee,2016,Bhopal,Information Technology,Autonomous Drone Solutions for last mile delivery as well as search and rescue,Unknown,Inflection Point Ventures,20000.0,Pre-seed,2018
2757,BIGPHI TECHNOLOGIES PVT. LTD.,2016,Bengaluru,Consumer Discretionary,BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,Unknown,Venture Catalysts,900000.0,Seed,2018
2758,Mobycy,2016,Gurugram,Consumer Discretionary,India's 1st Dockless Bicycle Sharing App,Unknown,Venture Catalysts,937536.0,Seed,2018
2759,Traveo Soft Pvt. .,2016,Bengaluru,Consumer Discretionary,AI based Business Travel & Expense management,Unknown,Venture Catalysts,17578.8,Venture - Series Unknown,2018
2760,Em Personal Care,2016,Worli,Consumer Discretionary,Em Personal Care is a Cosmetic products manufacturing Company.,Unknown,Venture Catalysts,937536.0,Seed,2018
2761,Lucideus,2016,Delhi,Information Technology,"Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",Unknown,Inflection Point Ventures,5000000.0,Venture - Series Unknown,2018
2762,Eupheus Learning,2016,Delhi,Information Technology,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,Unknown,Inflection Point Ventures,937536.0,Seed,2018
2763,GamingMonk,2016,Delhi,Consumer Discretionary,"GamingMonk is an eSports gaming company based out of New Delhi, India.",Unknown,Venture Catalysts,585960.0,Early stage,2018
2764,Sukkhi Jewellery,2016,Mumbai,Consumer Discretionary,Sukkhi Jewellery is a Contemporary fashion jewellery brand.,Unknown,Venture Catalysts,7470990.0,Venture - Series Unknown,2018
2765,INdwealth,2016,Gurugram,Financials,INDwealth is an Artificial Intelligence (AI) powered wealth management company,Unknown,Venture Catalysts,32227800.0,Seed,2018
2766,Medikabazaar,2016,Mumbai,Health Care,India's largest medical and surgical supplies marketplace,Unknown,CIIE.CO,5000000.0,Early stage,2018
2767,NIRA,2016,Bengaluru,Financials,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Unknown,Venture Catalysts,1000000.0,Seed,2018
2768,Duroflex Pvt. .,2016,Alleppey,Consumer Discretionary,Duroflex Pvt. Ltd. operates as a dominant mattress player.,Unknown,Venture Catalysts,22000000.0,Exit stage,2018
2769,Clensta,2016,Delhi,Health Care,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Unknown,CIIE.CO,937536.0,Seed,2018
2770,Jetbrain Robotics,2016,Gurugram,Industrials,"Jetbrain Robotics is Hong Kong / Gurgaon based company, building advanced robotic transportation solutions for multi speciality hospitals.",Unknown,Inflection Point Ventures,70000.0,Seed,2018
2771,Medimetry,2016,Haryana,Consumer Staples,"MediMetry is an online platform where patients can consult specialists doctors online - from anywhere, at anytime.",Unknown,Venture Catalysts,937536.0,Seed,2018
2772,Healthkart,2016,Gurugram,Consumer Discretionary,"The one stop shop for health, fitness & beauty.",Unknown,Venture Catalysts,10000000.0,Venture - Series Unknown,2018
2773,Indiabulls,2016,Mumbai,Financials,Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,Unknown,Venture Catalysts,225477408.0,Exit stage,2018
2774,Vistara,2016,Haryana,Industrials,Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),Unknown,Inflection Point Ventures,292980000.0,Exit stage,2018
2775,ClearTax,2016,Delhi,Financials,ClearTax India helps individuals prepare and e-file their Income Tax Return online.,Unknown,Venture Catalysts,58596000.0,Early stage,2018
2776,Shuttl,2016,Gurugram,Information Technology,"Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",Unknown,Inflection Point Ventures,1000000.0,Exit stage,2018
2777,GuruQ,2016,Delhi,Information Technology,A one of its kind digital integrated platform connecting tutors and students.,Unknown,Inflection Point Ventures,366225.0,Seed,2018
2778,Azure Power,2016,Delhi,Energy,"Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",Unknown,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",185000000.0,Exit stage,2018
2779,Cube,2016,Mumbai,Financials,Cube is consumer banking focused fintech company.,Unknown,Venture Catalysts,2050860.0,Early stage,2018
2780,RAHI Care,2016,Chandigarh,Consumer Staples,RAHI Care is a Health Care company.,Unknown,Venture Catalysts,4000000.0,Venture - Series Unknown,2018
2781,Mynvax,2016,Bengaluru,Health Care,Mynvax is a biotech Company.,Unknown,CIIE.CO,937536.0,Seed,2018
2782,Loans4SME,2016,Mumbai,Financials,Loans4SME is an alternative lending platform.,Unknown,Venture Catalysts,937536.0,Seed,2018
2783,UpCyclersLab,2016,Mumbai,Information Technology,UpCyclersLab is a startup that makes sustainability-based learning tools for children above the age of five.,Unknown,Inflection Point Ventures,937536.0,Seed,2018
2784,Cellerite Systems,2016,Hyderabad,Utilities,Cellerite Systems is a charging solutions provider for electric vehicles.,Unknown,"Baring Private Equity Partners India, Talbros",937536.0,Seed,2018
2785,Taru Naturals,2016,Mumbai,Industrials,Taru Naturals is a network that connects farmer communities with clean technology and renewable energy.,Unknown,Inflection Point Ventures,937536.0,Seed,2018
2786,LetsMD,2016,Delhi,Consumer Discretionary,LetsMD.com is a marketplace for elective surgeries,Unknown,Venture Catalysts,1000000.0,Seed,2018
2787,Twenty Two Motors,2016,Haryana,Consumer Discretionary,Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,Unknown,Venture Catalysts,65000000.0,Exit stage,2018
2788,Truebil,2016,Mumbai,Consumer Discretionary,"Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",Unknown,Venture Catalysts,2000000.0,Early stage,2018
2789,FarmersFZ,2016,Kochi,Industrials,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,Unknown,Inflection Point Ventures,937536.0,Seed,2018
2790,Worxogo,2016,Bengaluru,Information Technology,worxogo’s is a pioneering persuasive technology products align employee behaviours .,Unknown,Inflection Point Ventures,2417085.0,Early stage,2018
2791,Vivish Technologies (myGate),2016,Bengaluru,Information Technology,India's leading mobile based security management solution .,Unknown,Inflection Point Ventures,9521850.0,Early stage,2018
2792,Singularity Dynamics,2016,Bengaluru,Information Technology,Singularity Dynamics is a Chip-design testing startup.,Unknown,Inflection Point Ventures,937536.0,Seed,2018
2793,Virtual MetalStreet(MetalStreet),2016,Bengaluru,Consumer Discretionary,Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,Unknown,Venture Catalysts,700000.0,Seed,2018
2794,Veritas Finance,2016,Guindy,Financials,Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,Unknown,Venture Catalysts,30000000.0,Venture - Series Unknown,2018
2795,Manjushree Technopack,2016,Bengaluru,Industrials,Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia.,Unknown,Inflection Point Ventures,7800000.0,Exit stage,2018
2796,GoZefo,2016,Bengaluru,Information Technology,Startup working on a white space in the eCommerce industry.,Unknown,Inflection Point Ventures,3076290.0,Venture - Series Unknown,2018
2797,Zomato,2016,Gurugram,Consumer Staples,Zomato is a search app offering detailed information for restaurants as well as online food delivery.,Unknown,Venture Catalysts,210000000.0,Exit stage,2018
2798,Innov8 Coworking,2016,Delhi,Real Estate,Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,Unknown,Angel investors,4000000.0,Seed,2018
2799,RevFin,2016,Delhi,Financials,RevFin is a digital lending company.,Unknown,Venture Catalysts,937536.0,Seed,2018
2800,Lavelle Networks,2016,Bengaluru,Information Technology,Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,Unknown,Inflection Point Ventures,292980.0,Venture - Series Unknown,2018
2801,Blackbuck,2016,Bengaluru,Industrials,Blackbuck is a logistics startup based in India.,Unknown,Inflection Point Ventures,29731610.400000002,Late stage,2018
2802,CarDekho,2016,Gurugram,Consumer Discretionary,Cardekho is a car search venture that helps users buy cars that are right for them.,Unknown,Venture Catalysts,75000000.0,Late stage,2018
2803,ElasticRun,2016,Pune,Utilities,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,Unknown,"Baring Private Equity Partners India, Talbros",8789400.0,Early stage,2018
2804,Droom Technology Private Limited,2016,Gurugram,Real Estate,Droom is a marketplace for automobiles and automobile services.,Unknown,Angel investors,30000000.0,Late stage,2018
2805,Vogo Rentals,2016,Koramangala,Industrials,Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips.,Unknown,Inflection Point Ventures,1171920.0,Exit stage,2018
2806,Innerchef,2016,Gurugram,Consumer Staples,InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive.,Unknown,Venture Catalysts,1760000.0,Venture - Series Unknown,2018
2807,LivQuik,2016,Mumbai,Information Technology,LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,Unknown,Inflection Point Ventures,2700000.0,Exit stage,2018
2808,Disprz,2016,Chennai,Information Technology,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",Unknown,Inflection Point Ventures,400000.0,Exit stage,2018
2809,9stacks,2016,Delhi,Information Technology,Online gaming startup.,Unknown,Inflection Point Ventures,4101720.0,Early stage,2018
2810,Origo,2016,Gurugram,Others,"Origo Commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",Unknown,"Abhishek Goyal, Bharat Jaisinghani, FirstCheque",11719200.0,Venture - Series Unknown,2018
2811,YourOwnROOM,2016,Bengaluru,Information Technology,"Good quality, strategically located homes closer to work for millennials",Unknown,Inflection Point Ventures,750000.0,Seed,2018
2812,Vahdam Teas,2016,Delhi,Consumer Staples,Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,Unknown,Venture Catalysts,2500000.0,Early stage,2018
2813,Spoofin,2016,Delhi,Communication Services,A social networking app that lets you create and view Spoofs of your favourite videos.,Unknown,Angel investors,4000000.0,Venture - Series Unknown,2018
2814,Strom Motors,2016,Mumbai,Consumer Discretionary,Strom Motors is a smart urban mobility Company.,Unknown,Venture Catalysts,937536.0,Seed,2018
2815,PharmEasy,2016,Mumbai,Consumer Staples,PharmEasy - Indias largest healthcare delivery platform,Unknown,Venture Catalysts,80000000.0,Late stage,2018
